"","Age","Market.Value","New.International.Reputation","New.Weak.Foot","New.Skill.Moves","Position","New.Height..CM.","New.Weight.lbs.","New.LS","New.LW","New.LF","NEW.LAM","New.LM","New.LCM","New.LWB","New.LDM","New.LB","New.LCB","New.Crossing","New.Finishing","New.HeadingAccuracy","New.ShortPassing","New.Volleys","New.Dribbling","New.Curve","New.FKAccuracy","New.LongPassing","New.BallControl","New.Acceleration","New.SpringSpeed","New.Agility","New.Reactions","New.Balance","New.ShotPower","New.Jumping","New.Stamina","New.Strength","New.LongShots","New.Aggression","New.Interceptions","New.Positioning","New.Vision","New.Penalties","New.Composure","New.Markiing","New.StandingTackle","New.SlidingTackle","New.GKDiving","New.GKHandling","New.GKKicking","New.GKPositioning","New.GKReflexes"
"1616",28,3.17805383,1,3,3,"RCM",175,165,69,72,72,73,72,73,72,72,71,69,64,64,56,72,66,71,69,65,74,72,71,73,84,69,83,72,77,81,62,68,80,68,71,74,68,71,68,63,73,16,6,8,6,9
"1617",38,2.48490665,1,2,1,"GK",188,185,60,61,61,61,62,60,60,59,59,58,12,11,11,29,12,12,13,15,24,24,30,24,35,72,30,23,54,30,44,12,34,14,12,10,32,56,12,18,12,68,68,66,69,68
"1618",21,2.397895273,1,3,2,"RCB",193,165,57,59,60,62,63,66,68,70,68,70,52,35,67,70,46,59,32,49,60,65,64,66,57,64,65,52,80,84,78,41,70,68,49,71,45,66,64,71,65,7,14,7,8,11
"1619",29,3.761200116,2,4,3,"RB",173,154,67,73,72,74,75,75,77,75,76,71,74,43,55,79,51,76,70,70,74,75,84,77,77,74,88,71,69,81,52,62,74,70,72,69,75,67,72,77,75,16,12,15,14,16
"1620",23,2.890371758,1,3,3,"ST",183,176,72,67,69,66,65,60,52,50,51,49,45,72,71,61,71,67,50,38,41,66,67,73,66,72,67,74,72,78,75,64,65,28,74,54,63,59,31,30,26,8,7,12,10,10
"1621",23,4.007333185,1,4,3,"RB",178,161,68,73,71,73,74,75,78,77,77,74,81,51,55,79,76,76,68,56,77,78,71,68,69,70,72,72,59,74,65,69,60,75,69,64,46,70,78,80,82,13,8,8,9,16
"1622",33,2.63905733,1,2,2,"CB",183,183,51,50,49,49,52,53,65,65,67,71,48,33,75,59,45,45,51,47,46,60,64,64,45,60,61,46,65,70,79,37,77,75,23,35,40,54,61,72,70,11,15,14,14,12
"1623",30,3.091042453,1,2,2,"CB",183,174,53,57,53,55,59,59,69,68,70,73,71,49,73,64,26,56,43,27,55,60,58,68,59,67,62,37,82,64,78,31,76,68,19,55,40,65,71,74,74,10,8,9,14,13
"1624",25,2.708050201,1,3,1,"GK",193,176,60,61,61,61,62,60,60,59,59,58,20,16,14,24,16,15,21,21,21,27,45,49,37,70,45,23,54,42,67,14,25,12,13,33,32,53,15,17,18,71,72,70,68,70
"1625",25,3.526360525,1,3,2,"LB",183,181,64,65,64,64,66,67,72,72,73,75,68,54,73,65,39,63,41,39,69,68,64,74,66,69,62,58,73,76,85,55,79,74,55,56,41,70,69,74,73,15,11,15,9,7
"1626",27,0.693147181,1,4,3,"ST",180,161,69,68,68,67,67,59,50,47,48,46,56,68,72,60,64,66,65,50,52,68,79,79,82,60,67,60,87,60,69,60,43,20,72,60,62,62,52,17,16,14,10,14,6,12
"1627",34,2.833213344,1,5,3,"ST",173,148,73,77,76,76,77,72,63,58,60,49,73,73,67,76,77,74,84,60,70,75,87,85,92,81,88,61,74,80,42,69,45,45,70,68,71,70,27,33,32,15,13,12,10,11
"1628",29,2.397895273,1,3,2,"RCB",185,181,50,46,47,49,49,55,59,65,60,70,32,22,74,63,34,48,49,46,58,54,42,44,60,61,42,61,81,64,86,35,78,69,30,43,49,55,67,66,62,6,12,7,6,14
"1629",25,1.609437912,1,3,3,"ST",188,176,70,67,67,63,65,56,52,45,50,45,65,67,70,57,65,66,52,36,34,67,72,71,79,67,63,69,69,71,80,63,32,21,71,45,59,64,24,26,32,16,15,14,10,16
"1630",30,2.48490665,1,4,3,"LM",183,168,69,70,69,69,71,69,71,69,71,69,70,66,68,67,57,66,64,63,63,64,77,75,76,71,72,65,91,90,72,62,81,64,69,66,69,68,62,66,64,15,8,6,10,11
"1631",21,2.833213344,1,2,3,"LB",185,172,61,65,63,64,67,65,73,71,73,72,72,40,59,73,48,69,62,35,56,73,68,72,69,69,63,60,71,62,72,42,69,74,51,53,38,63,71,72,76,9,14,14,8,8
"1632",30,3.583518938,2,4,3,"LCM",175,161,68,72,72,74,73,76,74,75,72,71,74,57,52,79,67,73,74,73,76,78,63,63,75,73,78,72,61,69,63,72,71,73,64,75,76,76,74,72,68,10,14,15,14,7
"1633",22,3.713572067,1,3,3,"RM",175,172,68,75,72,73,75,71,72,69,70,64,75,75,45,72,52,78,63,52,74,76,77,82,79,70,77,53,43,58,43,42,55,60,69,68,53,55,69,70,70,11,14,9,12,6
"1634",29,2.397895273,1,3,3,"RS",180,165,70,71,71,70,70,64,55,51,52,47,57,64,59,64,65,72,64,49,48,71,75,80,73,73,62,71,72,73,69,67,50,35,70,66,67,58,27,25,27,6,6,6,11,6
"1635",34,3.295836866,2,3,3,"RDM",180,163,63,64,65,67,66,71,72,75,72,76,60,42,71,71,57,64,35,45,66,71,55,60,67,72,70,69,76,76,76,67,85,78,55,70,57,77,68,78,75,14,6,7,13,9
"1636",37,3.583518938,1,2,1,"GK",185,174,60,61,61,61,62,60,60,59,59,58,11,11,12,25,14,12,12,13,22,22,34,40,45,72,45,24,70,30,64,11,40,22,13,60,24,59,18,17,14,77,74,68,73,76
"1637",28,2.564949357,1,2,2,"RCB",196,190,48,38,42,42,42,52,57,66,60,71,27,21,79,41,29,31,28,49,64,55,34,30,31,68,29,66,30,72,93,41,76,72,25,38,35,59,70,75,64,14,8,10,8,12
"1638",22,1.609437912,1,3,3,"CM",183,170,64,67,68,69,68,69,65,66,63,61,49,56,46,70,38,70,52,48,68,70,75,69,59,66,63,63,60,73,61,67,55,63,66,66,45,62,61,59,51,6,5,8,9,7
"1639",25,4.828313737,2,3,5,"LS",180,146,78,84,82,82,83,73,62,57,57,47,81,77,47,75,61,90,57,51,65,87,89,92,88,77,82,78,57,76,75,68,73,23,78,77,66,81,22,29,28,15,10,15,11,10
"1640",25,2.833213344,1,3,2,"LCM",170,150,60,60,61,63,62,67,69,72,70,73,45,45,68,66,49,57,56,45,66,66,62,60,83,69,85,64,93,82,70,49,75,80,48,65,48,65,73,67,71,12,10,7,10,15
"1641",20,3.33220451,1,4,3,"CDM",191,170,72,72,72,72,73,74,74,75,74,75,74,61,74,73,62,71,62,62,73,74,69,69,66,72,66,71,74,78,83,64,74,73,72,70,59,78,72,71,73,7,13,11,6,7
"1642",40,5.872117789,4,2,1,"GK",193,203,60,61,61,61,62,60,60,59,59,58,13,15,13,37,17,26,20,13,35,28,49,43,55,79,49,39,75,39,69,13,38,28,12,50,22,70,13,11,11,88,87,74,90,83
"1643",24,3.871201011,1,3,4,"ST",165,132,77,78,77,76,77,71,68,64,67,61,62,78,55,69,67,80,66,50,61,74,92,94,93,76,91,79,90,90,71,64,66,45,76,65,63,67,42,62,52,14,9,10,16,13
"1644",23,4.007333185,1,4,3,"ST",188,181,78,69,74,71,66,63,46,50,44,50,29,78,84,67,76,66,39,52,43,74,60,64,67,77,63,82,81,64,88,70,89,14,82,68,66,76,25,24,13,15,12,6,7,13
"1645",27,3.218875825,1,5,3,"LB",170,159,71,74,72,72,74,71,74,71,74,70,73,70,57,72,53,72,64,62,70,71,82,84,86,70,81,68,59,81,70,67,73,64,72,57,51,71,68,67,77,14,11,9,9,7
"1646",25,4.828313737,2,3,4,"CF",183,163,79,84,84,86,84,81,62,61,56,46,76,80,49,88,76,86,86,81,87,88,77,72,79,83,74,77,54,73,67,77,29,28,81,87,56,72,44,25,18,6,8,6,12,11
"1647",23,3.044522438,1,3,3,"ST",183,192,72,68,69,66,66,58,49,46,47,44,54,72,72,61,69,66,63,45,40,68,73,73,69,71,65,73,69,61,70,66,62,18,73,52,59,68,24,21,18,9,13,7,16,6
"1648",37,1.791759469,1,3,1,"GK",193,196,60,61,61,61,62,60,60,59,59,58,15,11,11,46,14,14,12,12,43,29,31,43,36,66,41,28,45,32,64,16,37,23,14,47,46,55,12,13,12,64,72,52,77,64
"1649",31,2.708050201,1,3,3,"CDM",178,154,68,70,71,71,71,72,72,72,71,71,68,64,59,73,31,72,45,58,67,70,64,62,65,78,69,69,79,73,70,69,75,69,68,67,60,71,70,65,72,9,14,15,7,12
"1650",26,2.564949357,1,3,3,"LAM",175,154,68,70,71,71,69,69,61,62,60,56,58,70,54,68,59,64,62,41,65,73,62,71,72,75,78,58,44,52,54,68,60,65,74,71,55,76,34,52,46,12,12,16,7,8
"1651",30,3.891820298,1,3,3,"RCM",185,165,71,71,73,75,72,77,71,76,71,73,55,62,68,79,59,76,65,60,78,78,60,54,64,77,51,73,69,69,72,68,73,76,71,74,59,65,61,77,69,8,12,11,7,15
"1652",32,2.48490665,1,4,2,"RCB",188,187,56,54,55,56,56,61,64,68,65,71,47,40,69,65,48,50,43,56,60,61,50,53,54,70,59,65,71,59,73,40,68,70,40,57,56,65,71,70,70,12,14,12,13,6
"1653",21,3.33220451,1,4,3,"ST",183,170,74,71,72,69,70,62,52,49,49,47,59,77,71,61,70,69,59,33,55,70,76,81,70,67,67,75,89,74,82,58,62,16,74,64,56,80,38,19,17,13,9,6,12,16
"1654",23,2.63905733,1,3,1,"GK",185,181,60,61,61,61,62,60,60,59,59,58,12,9,12,24,9,12,14,11,23,18,43,35,60,74,53,20,65,25,61,9,31,9,6,36,13,40,8,13,14,76,59,68,63,79
"1655",34,0.693147181,1,3,2,"RB",183,168,68,67,67,67,68,69,70,71,70,70,72,58,65,70,58,61,80,75,68,67,65,62,72,75,64,84,76,72,76,67,75,69,60,67,62,68,63,68,67,12,13,12,10,15
"1656",30,2.890371758,1,4,4,"RAM",170,137,62,73,69,72,73,69,61,58,58,48,74,62,46,76,62,76,74,75,63,77,78,75,83,63,91,39,54,64,38,41,46,42,62,75,72,71,31,51,32,10,13,8,10,9
"1657",22,3.33220451,1,3,3,"RM",183,176,72,74,74,73,75,70,64,61,62,56,70,65,54,67,63,80,78,73,67,75,79,86,73,71,68,73,66,72,73,63,57,54,72,66,58,69,33,48,42,10,16,13,15,9
"1658",32,4.65396035,2,4,3,"CM",175,154,74,76,76,78,79,81,81,82,80,78,86,62,66,84,76,76,81,75,81,79,63,62,69,84,73,82,62,91,71,70,82,79,72,79,83,86,74,80,79,1,1,1,1,1
"1659",29,3.33220451,2,3,3,"LB",183,185,61,65,64,66,68,69,74,75,74,77,69,32,74,73,34,70,70,56,62,71,67,67,62,70,62,51,72,79,83,36,88,75,64,65,59,66,75,76,74,16,15,8,12,10
"1660",26,4.17438727,2,3,2,"CB",193,192,51,50,49,50,53,56,69,71,72,79,45,22,79,59,28,49,29,23,59,61,62,68,49,71,58,39,67,67,86,29,78,80,29,31,26,70,79,80,79,12,9,5,11,15
"1661",28,2.48490665,1,4,1,"GK",183,179,60,61,61,61,62,60,60,59,59,58,13,11,14,31,10,13,21,10,20,30,45,48,61,67,59,33,80,38,66,17,22,22,13,48,15,28,22,24,26,69,68,75,69,74
"1662",26,3.295836866,1,4,3,"CAM",175,157,74,75,75,74,74,67,58,54,56,48,64,78,59,69,70,70,69,64,60,74,86,83,80,73,72,72,76,69,60,71,53,31,77,70,79,72,37,28,34,10,11,12,13,15
"1663",30,1.945910149,1,3,3,"LW",175,154,66,70,68,68,70,63,59,54,57,49,66,59,49,65,61,71,65,58,59,68,88,90,84,65,79,71,87,69,60,64,48,41,57,64,54,62,34,36,37,14,7,7,10,11
"1664",36,3.33220451,2,3,3,"ST",180,174,75,71,73,70,68,62,49,47,46,44,56,80,75,68,66,71,66,60,48,73,64,65,67,68,70,75,83,54,71,68,48,20,77,60,72,76,25,20,16,8,11,15,10,6
"1665",33,4.442651256,3,3,3,"CDM",175,163,65,70,70,73,72,77,79,81,79,78,60,38,59,79,37,73,57,41,75,80,69,69,79,77,87,74,76,85,68,67,77,80,50,73,49,83,78,79,81,9,5,12,10,15
"1666",32,2.397895273,1,3,3,"RCM",175,157,66,68,68,70,68,70,65,67,63,63,67,64,50,73,62,65,68,68,71,68,45,60,72,68,73,71,71,60,65,71,61,65,71,73,54,64,68,57,54,8,11,13,10,15
"1667",21,2.890371758,1,2,3,"LB",170,154,56,66,62,65,68,67,73,70,72,68,70,32,48,71,29,71,47,35,60,70,82,81,72,65,79,34,76,83,72,56,69,69,48,59,47,53,60,71,71,7,14,15,10,9
"1668",29,3.17805383,1,3,3,"ST",191,187,74,70,71,69,69,62,51,49,48,46,59,72,75,63,72,69,60,59,43,67,70,76,60,72,46,77,73,77,82,71,71,17,72,67,64,66,14,32,14,9,11,12,8,11
"1669",25,3.044522438,1,3,2,"CB",188,194,52,51,51,53,54,58,65,70,67,73,26,35,72,67,28,42,21,26,68,64,70,77,66,67,58,33,85,80,85,21,79,69,28,35,37,58,72,69,66,6,13,14,9,9
"1670",24,2.995732274,1,3,2,"ST",183,190,72,65,69,65,63,59,47,47,45,45,33,74,68,65,62,62,60,36,40,68,66,68,64,69,55,80,73,68,90,64,59,29,71,52,73,65,16,17,17,16,12,14,16,9
"1671",25,3.433987204,1,3,3,"LB",183,170,66,69,67,68,70,68,74,71,74,71,70,50,60,68,56,68,60,50,62,70,85,87,76,70,72,64,70,79,69,60,74,70,60,60,50,70,66,75,72,9,8,16,7,15
"1672",27,3.135494216,2,4,3,"RM",185,174,76,73,74,72,73,70,67,65,66,64,78,76,74,72,74,64,54,52,57,66,69,76,62,77,61,81,82,88,81,76,79,50,78,69,50,64,45,56,48,14,14,13,15,11
"1673",29,3.36729583,1,2,3,"RW",170,159,69,73,72,72,74,67,59,55,56,47,75,60,55,72,46,75,66,61,63,72,79,75,78,69,74,72,40,80,65,48,59,24,73,72,63,68,34,33,35,16,15,15,10,7
"1674",31,3.295836866,1,3,3,"RDM",175,150,63,65,66,67,67,71,72,74,72,72,59,46,64,76,56,68,66,54,66,70,64,49,72,73,77,68,58,88,67,53,78,72,60,66,66,66,73,72,73,15,6,8,6,11
"1675",24,1.386294361,1,3,4,"LW",175,150,67,71,70,70,71,65,61,56,59,49,61,63,47,65,59,73,71,64,61,71,83,82,80,68,85,73,44,74,47,64,51,34,65,63,47,70,35,45,52,12,7,6,12,14
"1676",21,2.890371758,1,3,3,"RM",170,143,69,73,72,73,73,71,66,66,65,62,72,69,66,73,66,73,72,58,71,76,69,73,81,65,83,59,38,61,59,64,59,59,68,73,49,61,58,63,49,11,10,13,7,9
"1677",32,1.609437912,2,3,3,"CAM",178,157,68,69,69,70,69,67,57,56,54,48,69,63,65,71,70,68,73,70,67,68,64,65,71,68,75,76,49,69,56,68,55,42,68,71,71,69,29,32,30,14,7,16,10,11
"1678",37,2.397895273,1,3,1,"GK",188,187,60,61,61,61,62,60,60,59,59,58,10,13,13,20,10,13,13,11,11,19,44,44,49,70,52,12,55,37,73,15,45,23,19,48,18,50,18,14,16,69,68,68,71,70
"1679",30,2.197224577,1,4,3,"LDM",170,163,67,71,70,71,72,70,69,68,68,64,70,61,47,70,49,71,81,82,68,74,76,75,77,70,78,78,78,74,66,65,56,58,60,71,70,71,70,64,56,7,15,12,14,14
"1680",27,2.397895273,1,4,2,"CB",178,170,60,59,59,60,61,63,66,68,67,70,54,50,71,69,57,58,55,42,68,64,72,51,55,56,55,52,84,74,72,50,68,68,55,45,41,62,69,70,69,8,12,11,13,15
"1681",21,3.761200116,1,3,3,"CDM",183,163,62,70,68,72,71,75,74,77,73,72,66,59,42,80,44,71,66,52,75,76,60,60,67,72,64,43,59,77,66,65,69,75,60,73,55,70,77,76,74,12,11,11,10,8
"1682",21,2.564949357,1,3,3,"LM",175,159,71,73,73,72,71,66,58,55,55,50,67,63,59,65,59,79,73,64,60,73,79,79,81,66,78,80,63,58,69,72,56,41,71,65,55,60,24,42,34,15,8,9,14,16
"1683",23,3.044522438,1,3,3,"RM",178,163,68,73,72,72,72,66,57,51,53,43,69,66,40,68,50,78,75,62,60,70,77,82,78,64,75,73,46,66,59,73,31,18,68,71,68,65,34,38,39,13,16,13,10,6
"1684",29,3.663561646,1,3,3,"LCM",183,165,73,76,76,77,76,76,65,63,61,53,82,75,41,80,82,76,85,83,78,77,63,61,64,72,66,87,53,65,66,87,36,52,71,80,81,77,38,47,45,13,10,14,10,9
"1685",32,2.079441542,1,3,2,"RB",175,163,57,59,57,56,61,59,69,67,70,70,65,30,55,64,40,59,59,24,58,60,70,71,74,64,83,63,67,80,77,48,74,67,58,31,36,71,66,73,72,15,14,12,8,8
"1686",34,2.833213344,1,2,1,"GK",185,174,60,61,61,61,62,60,60,59,59,58,12,18,17,25,19,14,16,22,40,19,51,56,62,68,60,23,82,24,67,17,29,16,15,28,21,52,18,13,19,78,70,66,70,71
"1687",28,4.007333185,2,4,4,"CAM",170,143,75,77,76,77,76,73,60,59,56,50,74,72,61,77,77,78,78,78,74,78,69,66,86,75,86,81,67,71,64,80,64,34,74,74,75,76,20,38,34,14,11,8,15,13
"1688",24,2.48490665,1,4,2,"CDM",185,163,60,61,62,63,62,65,68,70,69,71,46,50,55,69,42,56,41,49,62,68,68,71,58,70,61,59,66,72,71,61,77,66,48,56,55,67,69,75,74,14,14,10,15,14
"1689",28,4.007333185,2,4,4,"CAM",183,163,78,77,78,78,77,75,66,67,64,63,76,79,76,74,75,74,76,75,75,78,65,74,72,77,51,77,69,68,78,74,60,55,80,79,75,72,57,50,38,8,8,10,6,10
"1690",21,2.564949357,1,4,3,"LW",173,154,68,73,72,72,71,65,52,50,48,40,68,70,44,64,70,75,65,49,62,74,76,71,84,66,81,76,62,63,46,76,68,26,66,70,62,70,19,23,19,14,13,9,9,8
"1691",31,2.63905733,1,3,2,"RM",173,154,66,69,68,70,71,72,71,71,70,67,72,60,58,74,50,55,62,49,73,71,70,72,76,68,76,56,84,88,67,59,73,61,73,75,62,69,58,68,67,6,14,10,13,7
"1692",31,4.828313737,2,4,4,"CF",163,134,77,84,83,84,83,77,61,58,56,43,72,80,34,80,75,86,90,93,76,86,88,80,94,80,91,80,34,77,42,81,75,26,82,81,73,82,23,29,28,6,3,6,3,3
"1693",26,3.761200116,2,2,4,"LF",178,159,74,77,76,76,76,71,63,61,60,54,75,70,52,73,64,78,72,69,70,77,85,83,84,70,76,82,78,66,73,74,70,45,73,72,75,74,32,40,42,8,15,14,15,14
"1694",31,3.465735903,1,4,4,"LM",178,157,73,74,75,75,75,74,69,70,67,64,64,68,61,76,76,74,74,64,68,74,76,76,82,72,71,74,48,84,59,70,77,58,75,74,66,71,67,63,46,11,9,9,12,8
"1695",31,2.397895273,2,3,2,"CB",188,161,49,44,45,45,47,51,60,63,63,70,34,24,71,54,28,28,47,37,56,46,63,67,55,63,61,64,73,66,83,33,75,63,26,44,33,59,70,70,68,10,9,11,8,6
"1696",22,3.044522438,1,3,2,"CB",185,172,67,66,67,67,67,68,70,71,71,73,55,48,76,70,32,65,67,70,69,69,75,82,72,65,70,81,82,78,82,67,75,64,57,62,46,63,70,71,70,9,10,9,7,6
"1697",34,3.091042453,1,3,3,"LB",170,150,70,76,74,74,76,72,75,70,74,66,75,68,52,68,60,76,59,46,70,73,84,92,89,77,87,69,70,78,44,70,60,67,67,66,59,65,67,70,68,12,15,12,9,10
"1698",24,2.48490665,1,3,2,"LCB",191,192,53,49,51,52,51,58,61,67,63,70,32,38,72,66,28,41,27,30,63,61,54,50,51,65,37,53,64,66,85,40,59,66,34,37,31,62,69,73,65,6,14,7,13,12
"1699",28,2.833213344,1,4,3,"ST",178,183,72,70,70,69,70,65,54,53,51,48,70,75,66,68,61,67,68,72,65,64,67,76,62,66,72,77,65,72,79,75,70,28,70,64,70,69,20,36,18,12,11,14,11,14
"1700",23,4.17438727,2,4,2,"CB",188,194,75,72,73,74,74,77,77,79,77,79,75,66,78,78,71,68,72,71,78,73,61,68,57,73,53,86,66,89,87,76,73,78,71,76,44,74,76,78,76,14,8,14,14,6
"1701",23,2.564949357,1,3,1,"GK",185,172,60,61,61,61,62,60,60,59,59,58,14,16,19,29,12,20,19,19,22,10,42,47,32,69,56,20,50,27,32,13,25,23,15,64,25,50,23,20,15,71,66,63,69,74
"1702",30,4.442651256,1,3,2,"LCM",188,194,75,71,74,74,72,76,76,79,77,81,52,68,83,78,67,72,64,68,72,74,62,78,67,75,69,75,71,87,82,70,84,72,67,72,72,76,82,84,77,15,7,16,9,8
"1703",38,2.833213344,1,3,3,"RDM",185,172,68,69,70,71,68,71,68,73,68,74,64,57,63,75,65,66,71,66,70,74,65,50,67,75,63,72,80,37,80,68,75,73,66,75,60,67,76,73,65,14,11,12,10,15
"1704",21,2.564949357,1,5,3,"ST",188,170,71,69,71,69,67,62,52,51,50,48,46,72,72,62,59,72,65,40,43,73,69,69,73,65,66,66,71,73,75,64,49,36,71,65,68,72,37,21,19,13,12,5,8,15
"1705",25,2.890371758,1,4,3,"ST",185,165,73,72,73,71,70,63,50,48,47,42,56,80,60,65,71,76,76,53,53,72,76,67,71,67,64,75,68,66,64,75,45,17,69,61,62,60,22,28,17,7,7,11,9,14
"1706",21,2.564949357,1,3,3,"CAM",185,183,66,70,70,71,70,69,63,64,61,59,53,59,45,74,52,73,54,49,68,73,75,74,72,65,73,62,57,68,68,59,45,46,68,67,42,62,60,64,44,6,13,12,9,10
"1707",27,1.945910149,1,3,2,"LCB",185,176,48,43,45,46,47,53,59,65,61,70,30,28,68,60,27,39,34,35,55,54,42,54,32,63,33,47,65,66,83,27,72,66,31,31,43,62,70,72,62,12,12,10,14,15
"1708",29,3.784189634,2,3,2,"CDM",188,185,71,69,70,70,69,72,71,76,72,79,63,59,76,76,55,71,66,73,69,74,59,58,56,73,58,77,75,54,86,72,92,79,65,66,66,68,74,77,73,11,11,8,7,12
"1709",23,2.564949357,1,3,3,"CDM",185,161,63,65,64,67,66,70,70,72,70,69,66,53,64,72,69,65,69,67,73,68,57,60,64,68,71,75,58,80,64,71,74,71,45,71,55,73,68,68,67,12,14,12,8,8
"1710",27,4.553876892,2,4,4,"ST",178,174,80,81,81,80,79,70,57,53,53,46,62,78,65,75,75,85,77,60,55,83,86,89,85,79,80,80,62,74,80,65,50,16,81,73,74,75,26,24,22,8,10,10,14,6
"1711",27,2.564949357,1,3,3,"CDM",175,152,67,69,69,70,71,71,72,72,72,70,72,57,64,71,59,70,60,57,70,70,66,69,76,70,79,70,67,82,65,60,69,71,64,69,55,68,69,70,65,6,11,11,11,10
"1712",30,3.135494216,1,5,3,"RAM",180,168,71,74,73,74,73,67,57,53,54,46,67,67,60,77,55,74,50,44,61,68,81,80,79,72,71,63,54,56,63,65,44,35,77,69,56,69,28,28,29,8,9,8,12,15
"1713",27,3.295836866,1,4,3,"LM",191,183,75,75,75,73,75,68,60,60,57,55,73,73,57,71,69,76,67,73,69,75,76,88,71,70,59,88,67,74,89,70,72,33,68,66,65,67,62,28,20,15,7,8,7,11
"1714",28,3.258096538,2,4,3,"CDM",188,198,74,73,74,73,74,74,73,74,73,74,67,67,78,74,66,77,49,44,74,73,67,72,71,71,51,85,83,86,78,74,82,69,68,69,72,72,67,70,69,9,8,14,16,14
"1715",24,5.416100402,2,3,2,"LCB",188,187,66,63,65,65,66,72,77,81,79,84,58,45,85,76,40,59,61,69,78,73,62,66,45,83,55,68,75,67,82,47,75,85,54,57,44,77,85,86,87,10,11,5,14,5
"1716",28,3.737669618,2,3,4,"LM",173,154,73,78,76,76,77,69,56,53,53,44,72,68,50,70,64,81,76,64,68,80,91,90,84,66,85,76,69,58,68,68,40,25,73,72,68,75,19,38,20,11,11,12,15,12
"1717",31,2.302585093,1,2,2,"CB",191,161,48,45,46,47,47,52,61,63,64,70,36,21,70,53,41,35,37,38,40,52,55,67,49,65,31,58,84,71,75,49,69,69,24,47,24,70,68,73,66,13,15,6,8,5
"1718",33,3.295836866,1,3,2,"LCB",180,163,61,56,58,58,59,63,67,71,69,74,30,45,76,67,27,50,30,28,64,60,76,67,69,71,79,65,65,84,86,40,70,77,50,45,65,76,76,70,67,14,12,13,10,13
"1719",27,2.079441542,1,2,1,"GK",191,176,60,61,61,61,62,60,60,59,59,58,12,20,12,22,20,18,16,11,20,20,58,61,65,62,34,16,74,34,60,16,31,11,14,49,16,60,8,18,16,78,60,55,66,76
"1720",28,3.784189634,2,3,4,"ST",178,168,77,76,76,74,75,69,63,58,61,54,70,75,71,68,65,74,71,65,63,74,88,87,80,72,77,80,90,80,74,74,57,42,74,67,70,73,25,40,42,9,12,16,9,8
"1721",23,0.693147181,1,2,3,"LS",180,165,65,70,68,68,70,63,58,54,55,49,68,58,59,67,48,73,55,57,56,69,87,84,80,62,70,60,67,71,65,57,48,38,59,62,58,56,43,31,25,14,14,7,14,10
"1722",25,3.218875825,2,4,4,"RB",170,152,70,74,73,73,74,72,74,72,74,71,71,66,59,72,58,75,70,63,67,74,80,75,81,72,82,66,78,71,62,63,67,71,70,69,66,73,70,74,73,12,9,12,8,16
"1723",27,4.828313737,3,3,3,"CAM",183,168,78,80,81,82,81,83,78,78,75,72,75,74,58,84,79,81,70,66,80,82,64,69,73,81,74,81,66,89,67,74,73,69,84,79,75,81,66,70,67,6,11,5,10,8
"1724",32,1.098612289,1,2,1,"GK",198,209,60,61,61,61,62,60,60,59,59,58,11,11,13,23,8,15,12,15,16,24,18,34,25,61,19,24,49,27,75,9,34,14,8,32,20,12,12,13,14,71,66,60,67,75
"1725",24,3.433987204,1,3,3,"CF",183,170,73,75,75,75,75,73,67,65,65,60,67,70,56,74,67,77,64,56,69,77,79,78,72,73,75,70,55,78,74,72,54,55,73,68,59,69,39,57,54,9,8,13,9,13
"1726",23,2.48490665,1,3,2,"LDM",175,152,63,66,66,68,68,71,71,71,70,67,67,52,56,71,66,61,65,63,70,66,69,65,76,68,78,62,69,89,51,67,70,72,63,70,48,66,64,68,66,11,12,12,8,14
"1727",21,3.663561646,1,4,3,"ST",183,163,75,73,74,71,69,61,49,45,46,42,58,79,67,69,71,73,34,57,43,76,68,72,73,75,66,75,68,42,62,70,27,12,77,56,69,62,43,13,20,12,9,8,15,7
"1728",25,4.553876892,1,2,3,"LWB",180,172,69,76,73,74,78,74,80,77,79,75,83,48,54,78,49,79,59,42,70,78,88,86,76,78,73,65,60,79,76,40,72,74,73,67,56,75,74,76,77,13,9,15,7,14
"1729",26,3.36729583,2,3,2,"CB",185,168,56,56,54,55,59,61,69,71,70,75,71,38,74,67,32,54,30,38,68,61,53,55,52,65,60,56,60,65,86,40,83,72,42,40,38,68,72,75,74,11,9,7,15,6
"1730",24,2.397895273,1,3,3,"LS",175,159,69,71,70,69,70,63,57,53,55,47,66,73,43,65,59,71,61,52,63,69,80,86,74,70,75,77,67,61,56,61,40,28,62,60,55,56,45,35,34,9,16,13,12,9
"1731",31,4.442651256,2,3,3,"LCB",183,174,68,68,68,68,68,71,77,78,79,81,67,55,70,71,51,66,45,48,67,69,70,68,70,78,67,79,65,69,74,74,75,85,55,60,57,76,86,86,85,9,12,12,6,13
"1732",27,3.80666249,1,3,3,"LB",173,168,66,70,68,69,71,70,76,73,76,75,80,52,68,76,35,69,59,55,58,75,69,75,71,74,77,54,84,74,76,56,73,75,61,59,51,66,62,77,79,15,11,15,12,14
"1733",25,2.48490665,1,3,3,"LM",175,159,68,71,70,70,71,64,57,54,53,47,67,65,49,66,58,71,69,65,65,69,84,85,88,65,78,71,66,68,58,66,68,34,65,63,69,66,51,19,25,13,15,11,14,9
"1734",29,4.65396035,3,4,4,"CAM",175,150,73,80,79,82,81,80,71,69,67,57,65,76,48,83,76,86,74,63,72,83,74,60,87,81,88,54,65,82,39,55,30,59,80,80,80,83,56,53,49,11,9,8,9,13
